episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
15,0.9478843079892632,-3.3148802565373843,-1.5189002610638804,-0.9466403026426629,-0.9953154906771379,-0.8805636810535225,0.072107,0.1,0.175838,0.2,1176,552,1250,33157,38056,38053,0,0,0,0,3798,3796,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
16,0.9479843174812199,-3.2583126385086296,-1.5136133869424513,-0.9303414161860142,-0.975032214359739,-0.8958217763217272,0.070791,0.1,0.174335,0.2,1059,679,1336,33413,38420,38417,0,0,0,0,3936,3955,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
17,0.9409761634506243,-3.353478941568359,-1.559774808741235,-0.9502279338797499,-1.0312043932862105,-0.934503977134353,0.069522,0.1,0.172845,0.2,1288,688,1352,33478,38298,38293,0,0,0,0,3865,3853,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
18,0.9417446871749146,-3.456414839963509,-1.6021853541063646,-0.974968436473217,-1.058274717696202,-0.9568484112316175,0.068297,0.1,0.171367,0.2,1322,638,1307,33645,38484,38471,0,0,0,0,3917,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
19,0.9447267726892263,-3.419426033324403,-1.6052025875771567,-0.9589850868902592,-1.0793181222548252,-0.9745553091439952,0.067115,0.1,0.169903,0.2,1284,565,1183,33452,38179,38176,0,0,0,0,3796,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
20,0.943884892086331,-3.4241961985644247,-1.6250235274102078,-0.95939488057846,-1.09173457052197,-0.9927485878244453,0.065974,0.1,0.168451,0.2,1218,654,1314,33360,38167,38158,0,0,0,0,3816,3816,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
21,0.9393480134319931,-3.4843684857465687,-1.6485882870814874,-0.9735085396436931,-1.0972405121187665,-0.9970407247545496,0.06487,0.1,0.167011,0.2,1387,654,1372,33651,38400,38394,0,0,0,0,3980,3975,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
22,0.944192256341789,-3.4130433277321237,-1.64060749952604,-0.9535998618387579,-1.0843432936789048,-0.9927363338682912,0.063803,0.1,0.165583,0.2,1209,672,1258,33705,38559,38553,0,0,0,0,3846,3846,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
23,0.936995877397383,-3.5347596263573617,-1.6937610201215831,-0.9800509557264524,-1.131403602630704,-1.0276698628437062,0.06277,0.1,0.164168,0.2,1478,631,1202,33474,38234,38231,0,0,0,0,3946,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
24,0.9407471145001929,-3.489589322212188,-1.6758648916657302,-0.9731780680258237,-1.0895804532447642,-1.0027752449120806,0.06177,0.1,0.162765,0.2,1178,819,1490,33703,38605,38600,0,0,0,0,3817,3834,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
25,0.9456159486154032,-3.4959305071253834,-1.679345877951153,-0.9739667518600775,-1.0857967372880402,-1.0139363092766644,0.060801,0.1,0.161374,0.2,1091,704,1022,33006,37933,37930,0,0,0,0,3909,3922,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
26,0.9380170207701006,-3.5699454261980104,-1.719039507542645,-0.9858662800430998,-1.1073371846005469,-1.0281705378662587,0.059863,0.1,0.159995,0.2,1359,724,1205,33606,38172,38165,0,0,0,0,3813,3823,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
27,0.9462151993980437,-3.4947776091299834,-1.707476738699313,-0.9619812179152601,-1.08626343789863,-1.015111242809397,0.058953,0.1,0.158627,0.2,1252,535,1303,33225,38157,38150,0,0,0,0,3836,3854,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
28,0.9380225971768514,-3.5773597864758675,-1.737477225725,-0.9789895716032779,-1.1096114104335326,-1.0434064241953342,0.05807,0.1,0.157271,0.2,1225,843,1220,33367,38297,38292,0,0,0,0,3953,3971,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
29,0.9415630761910426,-3.567519757871018,-1.7479665453731,-0.9676139264344835,-1.1365872249733833,-1.0591160550421745,0.057213,0.1,0.155927,0.2,1271,694,1180,33626,38437,38430,0,0,0,0,3764,3759,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
30,0.9447956683505249,-3.5473777000505993,-1.7566688002300894,-0.952786670506798,-1.1633729553019214,-1.079141216041572,0.056381,0.1,0.154594,0.2,1258,567,1432,33059,37941,37932,0,0,0,0,3777,3788,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
31,0.9429593205185516,-3.545183351962405,-1.7724519144097868,-0.9474218622324944,-1.157122360232197,-1.0908382751349177,0.055573,0.1,0.153273,0.2,1272,642,1313,33555,38531,38524,0,0,0,0,3840,3850,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
32,0.9367126042467617,-3.5728894663938116,-1.7862947033997205,-0.949209236082644,-1.1863287768415796,-1.1055711989893133,0.054788,0.1,0.151963,0.2,1427,713,1246,33814,38532,38530,0,0,0,0,3780,3764,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
33,0.9350198706922119,-3.579271834902473,-1.7924837939807832,-0.9517969325021688,-1.2036958408532703,-1.137051116312877,0.054025,0.1,0.150664,0.2,1464,727,1421,33718,38584,38578,0,0,0,0,3794,3793,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
34,0.9424203670106772,-3.6732105368370975,-1.834174078829488,-0.9757487119602182,-1.2218852626360899,-1.1560023255023821,0.053282,0.1,0.149376,0.2,1207,729,1331,33623,38590,38581,0,0,0,0,3921,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
35,0.9372416272242526,-3.737766170188661,-1.8665233662273812,-0.9876469348069121,-1.253611593982396,-1.184244260553304,0.05256,0.1,0.1481,0.2,1359,736,1323,33382,38325,38319,0,0,0,0,3885,3889,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
36,0.9433832746373784,-3.765233752107827,-1.8846041456974802,-0.9901784047583461,-1.2655261192366087,-1.1956729482119535,0.051857,0.1,0.146834,0.2,1150,747,1301,33506,38407,38399,0,0,0,0,3916,3899,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
37,0.9375,-3.785625305010519,-1.8917096839984648,-0.9905999172137344,-1.2549887921054264,-1.1970156470707545,0.051173,0.1,0.145579,0.2,1349,682,1426,32496,37145,37140,0,0,0,0,3906,3902,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
38,0.9398578945803728,-3.7741156758858527,-1.9002413417961952,-0.9840607729420676,-1.2594842392853411,-1.206936483433013,0.050507,0.1,0.144335,0.2,1232,791,1487,33637,38586,38580,0,0,0,0,3958,3958,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
39,0.9423722715279443,-3.7733980843813155,-1.9040727234968022,-0.9744950521586866,-1.2627437909068762,-1.2229942454893044,0.049857,0.1,0.143101,0.2,1177,745,1217,33352,38255,38250,0,0,0,0,3880,3871,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
40,0.9441420189923184,-3.69116883529951,-1.8870804320678387,-0.9523592038535339,-1.247069278814381,-1.2133080972902297,0.049224,0.1,0.141878,0.2,1204,643,1344,33066,38089,38082,0,0,0,0,3838,3846,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
41,0.9352072836559711,-3.7384084089691823,-1.9169859424815168,-0.9633420620331271,-1.28593318711698,-1.2441760140606617,0.048607,0.1,0.140665,0.2,1332,867,1301,33939,38717,38712,0,0,0,0,3869,3869,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
42,0.9457266876216135,-3.778987772378573,-1.9289291970988784,-0.9695178286083651,-1.2924461370211033,-1.2453126309510456,0.048006,0.1,0.139463,0.2,1253,560,1326,33405,38188,38185,0,0,0,0,3936,3936,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
43,0.9376717499622528,-3.753351392350307,-1.9232460916046554,-0.9625075127425726,-1.275381039765332,-1.2472837731016364,0.047418,0.1,0.138271,0.2,1343,721,1234,33115,38055,38048,0,0,0,0,3875,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
44,0.9395843402609957,-3.723116434119506,-1.9116126810471956,-0.9545803610696922,-1.263235862911698,-1.239246328407396,0.046846,0.1,0.137089,0.2,1326,674,1237,33104,37915,37910,0,0,0,0,3794,3789,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
45,0.9390185374047634,-3.7186053751786194,-1.9134597780649285,-0.9518060544193206,-1.2664539360883735,-1.2459449601573513,0.046286,0.1,0.135918,0.2,1313,720,1137,33338,37993,37984,0,0,0,0,3825,3816,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
46,0.9382577325684547,-3.7389707458792203,-1.9257299619870627,-0.9562765501154356,-1.281087406748355,-1.26929649064388,0.04574,0.1,0.134756,0.2,1226,862,1194,33818,38687,38682,0,0,0,0,3925,3922,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
47,0.941738734638143,-3.6434695992789408,-1.913162248842765,-0.9188127712196498,-1.276134618615248,-1.2626020393711646,0.045207,0.1,0.133604,0.2,1211,709,1204,32955,37833,37827,0,0,0,0,3794,3799,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
48,0.9461660528758347,-3.6364704855448142,-1.916239862306988,-0.9166954598434122,-1.2752449904315541,-1.2688237897283885,0.044686,0.1,0.132462,0.2,1161,637,1269,33399,38223,38212,0,0,0,0,3838,3858,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
49,0.9474666586386489,-3.6122497323368976,-1.918910769754308,-0.9040610224594189,-1.289717000807477,-1.2821548744258882,0.044177,0.1,0.13133,0.2,1159,586,1334,33217,38053,38044,0,0,0,0,3852,3851,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
50,0.9411165077651856,-3.6298794323010224,-1.9374784625944745,-0.9075004156165548,-1.2926092467398203,-1.2895982019163346,0.04368,0.1,0.130208,0.2,1394,570,1161,33354,38129,38126,0,0,0,0,3843,3832,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
51,0.9453230501455451,-3.6245596532731352,-1.9340957151020626,-0.9097522721962192,-1.2917734752898822,-1.288927774693227,0.043193,0.1,0.129095,0.2,1201,621,1339,33323,38229,38227,0,0,0,0,3896,3904,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
52,0.940883169617532,-3.572148488947778,-1.925999742146803,-0.8913847179353745,-1.2802219529612544,-1.280813497621888,0.042717,0.1,0.127991,0.2,1284,696,1294,33493,38353,38350,0,0,0,0,3778,3793,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
53,0.9467895362663495,-3.5877795996979045,-1.932983079208642,-0.8983422793266204,-1.2803560731514996,-1.282868993460357,0.042252,0.1,0.126897,0.2,1205,585,1309,33640,38605,38597,0,0,0,0,3912,3902,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9431244866830928,-3.579039577730737,-1.931393510532917,-0.8955430111903407,-1.2821116442080838,-1.2891825947082967,0.041796,0.1,0.125813,0.2,1294,645,1221,34092,38936,38924,0,0,0,0,3859,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.9398124569340004,-3.617909649558356,-1.9521747991070746,-0.9038791914225857,-1.289912055843623,-1.304072325526483,0.041351,0.1,0.124737,0.2,1348,661,1166,33379,38061,38055,0,0,0,0,3788,3782,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.9360402764537655,-3.6522100100826247,-1.9623176791408845,-0.911852164114053,-1.291588002449364,-1.31119302641807,0.040914,0.1,0.123671,0.2,1352,795,1248,33568,38567,38556,0,0,0,0,3851,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9393738711619506,-3.6742410521929587,-1.967677109241573,-0.9159508335882752,-1.301629326270874,-1.316395627308068,0.040487,0.1,0.122614,0.2,1252,762,1350,33220,38162,38153,0,0,0,0,3920,3911,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9423701298701299,-3.7078431836014287,-1.9788685789395004,-0.9238017129895585,-1.3163669113663596,-1.3368048066088674,0.040069,0.1,0.121566,0.2,1259,658,1447,33264,38088,38079,0,0,0,0,3823,3815,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9461059845501818,-3.7090616065629276,-1.988186947093252,-0.9210970347831997,-1.32178000255752,-1.3418645830599876,0.039659,0.1,0.120527,0.2,1213,580,1207,33269,38145,38138,0,0,0,0,3880,3900,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9371438799558486,-3.7632834141400333,-2.009903099421668,-0.9315830128021938,-1.3486867864999497,-1.3592474915608557,0.039258,0.1,0.119497,0.2,1358,749,1275,33521,38391,38380,0,0,0,0,3836,3850,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9442395633574273,-3.7834740323143654,-2.022812383253036,-0.9385323382574522,-1.356806231132905,-1.3669109348722583,0.038864,0.1,0.118476,0.2,1271,619,1131,33895,38556,38550,0,0,0,0,3776,3771,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9425438073667899,-3.804180429270625,-2.030933144208273,-0.9415583433527519,-1.3695031613167439,-1.3745611532638995,0.038479,0.1,0.117463,0.2,1131,797,1376,33556,38547,38541,0,0,0,0,3915,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9449527657299032,-3.8289113240243604,-2.0399280562852327,-0.9457724299097984,-1.3909085361290643,-1.384510001061592,0.0381,0.1,0.116459,0.2,1215,638,1327,33662,38620,38612,0,0,0,0,4029,4024,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.942308840207724,-3.8483053501851696,-2.0582630125787076,-0.9509551422886194,-1.4081767192606829,-1.405693740385541,0.03773,0.1,0.115464,0.2,1319,614,1326,33506,38163,38158,0,0,0,0,3883,3902,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.941791805293289,-3.8381345374529356,-2.0581857961428476,-0.9480578999102678,-1.4080525418967111,-1.403057924260607,0.037366,0.1,0.114477,0.2,1328,614,1235,33363,38078,38073,0,0,0,0,3901,3886,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9398743733768194,-3.8752528995985474,-2.069043210362982,-0.960748149415858,-1.4268315276212342,-1.4172513031006058,0.03701,0.1,0.113498,0.2,1232,759,1388,33114,37908,37900,0,0,0,0,3951,3956,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9363825983313468,-3.8584497326782103,-2.0664851003714935,-0.9522542711605703,-1.4240696055247886,-1.4157846208055518,0.03666,0.1,0.112528,0.2,1467,668,1451,33560,38347,38339,0,0,0,0,3915,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9420988060684042,-3.888489331016895,-2.078890662941064,-0.9567469663820393,-1.4368681549150457,-1.4244459379231655,0.036316,0.1,0.111567,0.2,1309,626,1389,33419,38157,38148,0,0,0,0,3978,3991,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.94418716545378,-3.902241764646333,-2.092342893437742,-0.962183828465594,-1.4487888747835798,-1.4331849813960427,0.035979,0.1,0.110613,0.2,1195,661,1290,33254,38075,38065,0,0,0,0,3883,3870,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.941544139532115,-3.9316478591406,-2.1065605881779264,-0.9686935944247063,-1.4628334625902206,-1.4416038900012547,0.035649,0.1,0.109668,0.2,1187,777,1161,33598,38392,38387,0,0,0,0,3967,3955,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9406155703077852,-3.9450210695977352,-2.110206949094556,-0.9710975874811784,-1.4572981716565452,-1.445591772466618,0.035324,0.1,0.10873,0.2,1315,653,1337,33140,37915,37912,0,0,0,0,3917,3917,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9479663645038168,-3.9477409782665376,-2.1161142380835565,-0.9706033287100905,-1.4554983014926013,-1.449138509752797,0.035005,0.1,0.107801,0.2,1142,603,1219,33536,38590,38584,0,0,0,0,3911,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.943802154453042,-3.943365167651952,-2.1125983010875506,-0.9703331454413155,-1.4531985021204739,-1.4537377182172482,0.034692,0.1,0.10688,0.2,1117,735,1488,32955,38022,38016,0,0,0,0,3947,3965,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.94515413218184,-3.8977737337072424,-2.102029622309063,-0.9561001915077199,-1.4267535233300905,-1.4389068882641507,0.034384,0.1,0.105966,0.2,1224,605,1174,33348,38264,38250,0,0,0,0,3812,3817,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9424821002386635,-3.9016411736903747,-2.1035739193294902,-0.9535519751481046,-1.4342041305790054,-1.4434169931627598,0.034082,0.1,0.10506,0.2,1206,722,1423,33520,38503,38496,0,0,0,0,3854,3860,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9447177395164676,-3.9060789557307984,-2.1083560723616697,-0.950332883896753,-1.4475466584544707,-1.4522524195022728,0.033785,0.1,0.104162,0.2,1169,674,1372,33338,38283,38276,0,0,0,0,3970,3961,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.9437941928689635,-3.8898129717851426,-2.1095272137304515,-0.9448360626382553,-1.4499958982549994,-1.4537797168493662,0.033493,0.1,0.103272,0.2,1205,663,1221,33235,38367,38357,0,0,0,0,3887,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.9459508315256688,-3.8532914327735703,-2.11014428096829,-0.9276699254792187,-1.4544202150483623,-1.465885833381019,0.033206,0.1,0.102389,0.2,1198,596,1176,33192,38352,38347,0,0,0,0,3982,3980,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9430926216640503,-3.8493179108013695,-2.114383243049514,-0.9236902996667061,-1.4483113022428507,-1.471455517311517,0.032925,0.1,0.101514,0.2,1159,726,1169,33124,38053,38043,0,0,0,0,3888,3873,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9402067448238449,-3.8856502226866745,-2.130128054757052,-0.9333247441061916,-1.459114949264636,-1.4877695198501282,0.032647,0.1,0.100647,0.2,1207,777,1118,33181,38026,38019,0,0,0,0,3952,3952,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9453268633774375,-3.9439245707842607,-2.14560198946018,-0.950430115490191,-1.474235745066992,-1.5046575772201503,0.032375,0.1,0.099786,0.2,1142,672,1142,33179,38190,38186,0,0,0,0,3966,3969,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9359997626324066,-4.0166858973369735,-2.163383254511128,-0.9733175268277006,-1.4779703695417827,-1.5137062690572514,0.032107,0.1,0.098934,0.2,1393,764,1542,33703,38587,38580,0,0,0,0,3963,3960,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9414310184211317,-4.025467220501453,-2.166688567954254,-0.9771115482072056,-1.4854765210015988,-1.520470683491564,0.031843,0.1,0.098088,0.2,1266,683,1229,33277,38271,38259,0,0,0,0,3905,3903,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9448600386100386,-4.038513932534788,-2.1749641297306668,-0.9754166703583934,-1.4891522075161276,-1.5298129544167471,0.031584,0.1,0.09725,0.2,1154,674,1088,33152,38223,38220,0,0,0,0,3943,3946,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.947992863514719,-4.040019062578934,-2.182538456400182,-0.9687637537966618,-1.4959113784713032,-1.5396040488560359,0.031329,0.1,0.096418,0.2,1097,652,1267,33630,38609,38604,0,0,0,0,3928,3917,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9376205596937413,-4.077511884574143,-2.1900623990561465,-0.9814764312554155,-1.49937773906316,-1.5392989093542522,0.031077,0.1,0.095594,0.2,1414,688,1493,33697,38304,38301,0,0,0,0,3956,3969,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9433412279103662,-4.059517688199395,-2.190517979382583,-0.9747481873666235,-1.5022997990753102,-1.5462255308450654,0.03083,0.1,0.094777,0.2,1175,691,1279,32934,37912,37904,0,0,0,0,3855,3875,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.949304055675546,-4.044387911032675,-2.1824617936969877,-0.969089535775398,-1.4906396388927428,-1.5477371368378976,0.030587,0.1,0.093967,0.2,1219,471,1108,33336,37952,37947,0,0,0,0,3907,3904,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9405613156953879,-4.065886496820335,-2.189598374180807,-0.9738395644198767,-1.5143973344301134,-1.5712739884826399,0.030348,0.1,0.093164,0.2,1320,675,1118,33564,38323,38317,0,0,0,0,3924,3926,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9446687963353626,-4.07070060416571,-2.1897773535498284,-0.9745232380139708,-1.516742689824482,-1.5789366148721766,0.030112,0.1,0.092368,0.2,1211,625,1166,33182,38074,38071,0,0,0,0,3876,3875,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9451318397501351,-4.079244509018236,-2.1969953912311992,-0.9737328549136214,-1.5317651891560768,-1.5903281882506906,0.02988,0.1,0.091578,0.2,1292,535,1255,33298,37928,37924,0,0,0,0,3937,3937,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9431756716148807,-4.097360358358138,-2.2081331290343904,-0.9738533191811596,-1.5459650438446635,-1.6023080664724674,0.029652,0.1,0.090796,0.2,1244,647,1351,33278,38168,38163,0,0,0,0,3978,3964,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9419789122535295,-4.13696293318371,-2.2263572388057993,-0.9862537056860347,-1.5644059132929973,-1.6207098938677762,0.029427,0.1,0.09002,0.2,1288,660,1126,33574,38402,38393,0,0,0,0,3807,3816,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9461952576820711,-4.097849891634331,-2.212067469837043,-0.9752427068127572,-1.5504262270271958,-1.6067962142916667,0.029205,0.1,0.08925,0.2,1171,608,1085,33064,38007,38004,0,0,0,0,3843,3829,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
